t,Date,DOY,hour,air_temperature,PARi,soil_temperature,humidity,ambient_CO2,Wind
1070,31/01/1999,31,2,-3,0,0.788,0.8,360,2.4
1071,31/01/1999,31,3,-3.1,0,0.7,0.82,360,2.4
1072,31/01/1999,31,4,-3.4,0,0.615,0.84,360,2.4
1073,31/01/1999,31,5,-2.6,0,0.533,0.81,360,2.4
1074,31/01/1999,31,6,-2.8,0,0.471,0.78,360,2.4
1075,31/01/1999,31,7,-2.7,0,0.39,0.78,360,2.4
1076,31/01/1999,31,8,-2.2,22.44444444,0.294,0.75,360,2.4
1077,31/01/1999,31,9,-0.5,235.6666667,0.198,0.68,360,2.4
1078,31/01/1999,31,10,0.5,516.2222222,0.2,0.63,360,2.4
1079,31/01/1999,31,11,1.6,684.5555556,0.265,0.61,360,2.4
1080,31/01/1999,31,12,3.2,796.7777778,0.326,0.57,360,2.4
1081,31/01/1999,31,13,3.2,763.1111111,0.385,0.55,360,2.4
1082,31/01/1999,31,14,3.4,740.6666667,0.543,0.57,360,2.4
1083,31/01/1999,31,15,3.3,549.8888889,1.112,0.59,360,2.4
1084,31/01/1999,31,16,2.2,280.5555556,1.265,0.6,360,2.4
1085,31/01/1999,31,17,1.6,44.88888889,1.069,0.63,360,2.4
1086,31/01/1999,31,18,0.5,0,0.961,0.7,360,2.4
1087,31/01/1999,31,19,-0.1,0,0.942,0.76,360,2.4
1088,31/01/1999,31,20,-0.5,0,0.93,0.79,360,2.4
1089,31/01/1999,31,21,-0.8,0,0.904,0.8,360,2.4
1090,31/01/1999,31,22,-0.3,0,0.866,0.8,360,2.4
1091,31/01/1999,31,23,-0.1,0,0.846,0.78,360,2.4
1092,31/01/1999,31,24,-0.6,0,0.83,0.78,360,1.5
1093,01/02/1999,31,1,-0.7,0,0.777,0.82,360,1.5
1094,01/02/1999,31,2,-1.4,0,0.714,0.82,360,1.5
1095,01/02/1999,31,3,-0.6,0,0.661,0.81,360,1.5
1096,01/02/1999,31,4,-0.7,0,0.638,0.84,360,1.5
1097,01/02/1999,31,5,-0.7,0,0.641,0.85,360,1.5
1098,01/02/1999,31,6,-0.5,0,0.653,0.87,360,1.5
1099,01/02/1999,31,7,-0.2,0,0.664,0.87,360,1.5
1100,01/02/1999,31,8,0.5,0,0.672,0.83,360,1.5
1101,01/02/1999,31,9,0.9,56.11111111,0.684,0.81,360,1.5
1102,01/02/1999,31,10,1.7,134.6666667,0.702,0.79,360,1.5
1103,01/02/1999,31,11,2.2,157.1111111,0.719,0.8,360,1.5
1104,01/02/1999,31,12,1.7,112.2222222,0.743,0.86,360,1.5
1105,01/02/1999,31,13,1.5,67.33333333,0.765,0.91,360,1.5
1106,01/02/1999,31,14,1.8,56.11111111,0.784,0.93,360,1.5
1107,01/02/1999,31,15,2.7,78.55555556,0.924,0.95,360,1.5
1108,01/02/1999,31,16,3.2,22.44444444,1.299,0.96,360,1.5
1109,01/02/1999,31,17,3.6,0,1.618,0.97,360,1.5
1110,01/02/1999,31,18,4,0,1.895,0.97,360,1.5
1111,01/02/1999,31,19,4.3,0,2.198,0.97,360,1.5
1112,01/02/1999,31,20,4.3,0,2.448,0.96,360,1.5
1113,01/02/1999,31,21,4.5,0,2.672,0.95,360,1.5
1114,01/02/1999,31,22,4.3,0,2.871,0.94,360,1.5
1115,01/02/1999,31,23,4.1,0,2.984,0.96,360,1.5
1116,01/02/1999,31,24,4.3,0,3.064,0.96,360,2.1
1117,02/02/1999,32,1,4.3,0,3.135,0.95,360,2.1
1118,02/02/1999,32,2,4.3,0,3.181,0.95,360,2.1
1119,02/02/1999,32,3,4.4,0,3.217,0.95,360,2.1
1120,02/02/1999,32,4,4.5,0,3.254,0.92,360,2.1
1121,02/02/1999,32,5,4.3,0,3.295,0.92,360,2.1
1122,02/02/1999,32,6,4.7,0,3.352,0.91,360,2.1
1123,02/02/1999,32,7,4.5,0,3.401,0.91,360,2.1
1124,02/02/1999,32,8,4.8,11.22222222,3.44,0.9,360,2.1
1125,02/02/1999,32,9,5.1,44.88888889,3.541,0.9,360,2.1
1126,02/02/1999,32,10,5.7,89.77777778,3.796,0.88,360,2.1
1127,02/02/1999,32,11,6.2,157.1111111,4.22,0.86,360,2.1
1128,02/02/1999,32,12,6.5,179.5555556,4.724,0.88,360,2.1
1129,02/02/1999,32,13,6.9,224.4444444,5.174,0.85,360,2.1
1130,02/02/1999,32,14,6.8,112.2222222,5.551,0.85,360,2.1
1131,02/02/1999,32,15,6.9,101,5.561,0.86,360,2.1
1132,02/02/1999,32,16,6.6,44.88888889,5.576,0.88,360,2.1
1133,02/02/1999,32,17,6.3,11.22222222,5.457,0.89,360,2.1
1134,02/02/1999,32,18,6.5,0,5.288,0.89,360,2.1
1135,02/02/1999,32,19,6.6,0,5.158,0.9,360,2.1
1136,02/02/1999,32,20,6.4,0,5.029,0.88,360,2.1
1137,02/02/1999,32,21,6.2,0,4.837,0.9,360,2.1
1138,02/02/1999,32,22,6.3,0,4.736,0.89,360,2.1
1139,02/02/1999,32,23,6.1,0,4.742,0.89,360,2.1
1140,02/02/1999,32,24,5.6,0,4.759,0.91,360,2.2
1141,03/02/1999,33,1,5.4,0,4.752,0.9,360,2.2
1142,03/02/1999,33,2,3.9,0,4.612,0.92,360,2.2
1143,03/02/1999,33,3,3.3,0,4.16,0.94,360,2.2
1144,03/02/1999,33,4,3.7,0,3.804,0.95,360,2.2
1145,03/02/1999,33,5,2.7,0,3.566,0.95,360,2.2
1146,03/02/1999,33,6,2.9,0,3.333,0.96,360,2.2
1147,03/02/1999,33,7,2.7,0,3.169,0.96,360,2.2
1148,03/02/1999,33,8,3,11.22222222,2.988,0.96,360,2.2
1149,03/02/1999,33,9,3.5,67.33333333,3.11,0.97,360,2.2
1150,03/02/1999,33,10,4.2,123.4444444,3.562,0.96,360,2.2
1151,03/02/1999,33,11,5,168.3333333,4.139,0.95,360,2.2
1152,03/02/1999,33,12,5.8,303,4.871,0.93,360,2.2
1153,03/02/1999,33,13,7,246.8888889,5.578,0.92,360,2.2
1154,03/02/1999,33,14,7.8,325.4444444,6.047,0.89,360,2.2
1155,03/02/1999,33,15,7.7,258.1111111,6.601,0.87,360,2.2
1156,03/02/1999,33,16,7.6,78.55555556,6.775,0.89,360,2.2
1157,03/02/1999,33,17,7.5,11.22222222,6.554,0.91,360,2.2
1158,03/02/1999,33,18,7.6,0,6.308,0.89,360,2.2
1159,03/02/1999,33,19,7.4,0,6.182,0.91,360,2.2
1160,03/02/1999,33,20,7.3,0,6.134,0.94,360,2.2
1161,03/02/1999,33,21,7.2,0,6.115,0.94,360,2.2
1162,03/02/1999,33,22,7.3,0,6.108,0.94,360,2.2
1163,03/02/1999,33,23,7.3,0,6.123,0.94,360,2.2
1164,03/02/1999,33,24,7.3,0,6.13,0.94,360,4.3
1165,04/02/1999,34,1,7.1,0,6.111,0.94,360,4.3
1166,04/02/1999,34,2,7.2,0,6.095,0.94,360,4.3
1167,04/02/1999,34,3,7.3,0,6.095,0.93,360,4.3
1168,04/02/1999,34,4,7.1,0,6.123,0.96,360,4.3
1169,04/02/1999,34,5,7.1,0,6.167,0.97,360,4.3
1170,04/02/1999,34,6,7.4,0,6.198,0.96,360,4.3
1171,04/02/1999,34,7,7.5,0,6.244,0.94,360,4.3
1172,04/02/1999,34,8,7.5,0,6.304,0.94,360,4.3
1173,04/02/1999,34,9,7.4,22.44444444,6.401,0.96,360,4.3
1174,04/02/1999,34,10,7.7,56.11111111,6.552,0.94,360,4.3
1175,04/02/1999,34,11,8.6,179.5555556,6.74,0.89,360,4.3
1176,04/02/1999,34,12,9.1,202,7.11,0.86,360,4.3
1177,04/02/1999,34,13,9.4,202,7.45,0.84,360,4.3
1178,04/02/1999,34,14,9.4,134.6666667,7.665,0.84,360,4.3
1179,04/02/1999,34,15,9.4,101,7.7,0.82,360,4.3
1180,04/02/1999,34,16,9.5,56.11111111,7.68,0.83,360,4.3
1181,04/02/1999,34,17,9.2,0,7.565,0.83,360,4.3
1182,04/02/1999,34,18,9,0,7.43,0.87,360,4.3
1183,04/02/1999,34,19,8.9,0,7.36,0.88,360,4.3
1184,04/02/1999,34,20,9.1,0,7.335,0.89,360,4.3
1185,04/02/1999,34,21,9,0,7.34,0.9,360,4.3
1186,04/02/1999,34,22,8.6,0,7.38,0.94,360,4.3
1187,04/02/1999,34,23,8.9,0,7.455,0.96,360,4.3
1188,04/02/1999,34,24,8.8,0,7.535,0.96,360,5
1189,05/02/1999,35,1,9,0,7.615,0.95,360,5
1190,05/02/1999,35,2,8.9,0,7.62,0.92,360,5
1191,05/02/1999,35,3,8.9,0,7.515,0.86,360,5
1192,05/02/1999,35,4,7.9,0,7.335,0.76,360,5
1193,05/02/1999,35,5,7.8,0,6.831,0.76,360,5
1194,05/02/1999,35,6,7.1,0,6.467,0.71,360,5
1195,05/02/1999,35,7,7,0,6.248,0.72,360,5
1196,05/02/1999,35,8,6.7,11.22222222,6.026,0.76,360,5
1197,05/02/1999,35,9,7.4,235.6666667,5.913,0.74,360,5
1198,05/02/1999,35,10,7.4,280.5555556,6.172,0.71,360,5
1199,05/02/1999,35,11,7.5,134.6666667,6.48,0.73,360,5
1200,05/02/1999,35,12,8.3,213.2222222,6.512,0.7,360,5
1201,05/02/1999,35,13,8.4,190.7777778,6.751,0.69,360,5
1202,05/02/1999,35,14,8.3,527.4444444,7.073,0.69,360,5
1203,05/02/1999,35,15,7.5,112.2222222,7.39,0.78,360,5
1204,05/02/1999,35,16,7.5,89.77777778,7.075,0.78,360,5
1205,05/02/1999,35,17,7.2,22.44444444,6.835,0.81,360,5
1206,05/02/1999,35,18,7.3,0,6.543,0.8,360,5
1207,05/02/1999,35,19,6.6,0,6.344,0.81,360,5
1208,05/02/1999,35,20,5.9,0,6.187,0.85,360,5
1209,05/02/1999,35,21,6.3,0,5.911,0.78,360,5
1210,05/02/1999,35,22,5.7,0,5.569,0.87,360,5
1211,05/02/1999,35,23,6.5,0,5.264,0.82,360,5
1212,05/02/1999,35,24,6.1,0,5.366,0.82,360,4.6
1213,06/02/1999,36,1,6.4,0,5.186,0.82,360,4.6
1214,06/02/1999,36,2,6.1,0,5.139,0.84,360,4.6
1215,06/02/1999,36,3,5.9,0,5.121,0.85,360,4.6
1216,06/02/1999,36,4,6.5,0,4.985,0.83,360,4.6
1217,06/02/1999,36,5,6.5,0,5.139,0.84,360,4.6
1218,06/02/1999,36,6,6.6,0,5.3,0.8,360,4.6
1219,06/02/1999,36,7,6.5,0,5.352,0.81,360,4.6
1220,06/02/1999,36,8,6.5,0,5.352,0.81,360,4.6
1221,06/02/1999,36,9,6.5,78.55555556,5.389,0.82,360,4.6
1222,06/02/1999,36,10,6.9,213.2222222,5.633,0.82,360,4.6
1223,06/02/1999,36,11,7.6,303,6.088,0.77,360,4.6
1224,06/02/1999,36,12,7.6,269.3333333,6.603,0.74,360,4.6
1225,06/02/1999,36,13,7.9,291.7777778,6.82,0.72,360,4.6
1226,06/02/1999,36,14,7.7,303,7.08,0.73,360,4.6
1227,06/02/1999,36,15,7.1,134.6666667,7.095,0.81,360,4.6
1228,06/02/1999,36,16,6.6,67.33333333,6.906,0.82,360,4.6
1229,06/02/1999,36,17,6.3,11.22222222,6.557,0.81,360,4.6
1230,06/02/1999,36,18,6.2,0,6.2,0.82,360,4.6
1231,06/02/1999,36,19,6.2,0,5.907,0.81,360,4.6
1232,06/02/1999,36,20,5.3,0,5.665,0.89,360,4.6
1233,06/02/1999,36,21,5.3,0,5.577,0.92,360,4.6
1234,06/02/1999,36,22,5.9,0,5.549,0.87,360,4.6
1235,06/02/1999,36,23,6.1,0,5.49,0.85,360,4.6
1236,06/02/1999,36,24,6.3,0,5.473,0.89,360,4.1
1237,07/02/1999,37,1,6.6,0,5.494,0.89,360,4.1
1238,07/02/1999,37,2,6.8,0,5.548,0.9,360,4.1
1239,07/02/1999,37,3,3.7,0,5.715,0.88,360,4.1
1240,07/02/1999,37,4,3.5,0,5.394,0.94,360,4.1
1241,07/02/1999,37,5,4.4,0,5.056,0.96,360,4.1
1242,07/02/1999,37,6,4.5,0,5.005,0.93,360,4.1
1243,07/02/1999,37,7,3.9,0,4.871,0.9,360,4.1
1244,07/02/1999,37,8,3.8,22.44444444,4.558,0.89,360,4.1
1245,07/02/1999,37,9,4.2,213.2222222,4.267,0.86,360,4.1
1246,07/02/1999,37,10,4.7,482.5555556,4.527,0.72,360,4.1
1247,07/02/1999,37,11,5.1,763.1111111,5.145,0.63,360,4.1
1248,07/02/1999,37,12,3.1,359.1111111,5.881,0.79,360,4.1
1249,07/02/1999,37,13,3.9,662.1111111,5.818,0.63,360,4.1
1250,07/02/1999,37,14,3.9,493.7777778,6.07,0.65,360,4.1
1251,07/02/1999,37,15,4.4,538.6666667,5.799,0.62,360,4.1
1252,07/02/1999,37,16,3.3,246.8888889,5.293,0.55,360,4.1
1253,07/02/1999,37,17,2.4,89.77777778,4.402,0.54,360,4.1
1254,07/02/1999,37,18,1.9,0,3.311,0.56,360,4.1
1255,07/02/1999,37,19,0.9,0,2.478,0.63,360,4.1
1256,07/02/1999,37,20,1,0,2.263,0.67,360,4.1
1257,07/02/1999,37,21,0.3,0,2.129,0.81,360,4.1
1258,07/02/1999,37,22,-0.3,0,2.028,0.86,360,4.1
1259,07/02/1999,37,23,-0.7,0,1.909,0.88,360,4.1
1260,07/02/1999,37,24,-1,0,1.804,0.86,360,2.5
1261,08/02/1999,38,1,-1,0,1.711,0.83,360,2.5
1262,08/02/1999,38,2,-1.8,0,1.597,0.83,360,2.5
1263,08/02/1999,38,3,-1.3,0,1.461,0.83,360,2.5
1264,08/02/1999,38,4,-1.4,0,1.315,0.81,360,2.5
1265,08/02/1999,38,5,-1.3,0,1.205,0.8,360,2.5
1266,08/02/1999,38,6,-1,0,1.09,0.83,360,2.5
1267,08/02/1999,38,7,-0.6,0,0.992,0.84,360,2.5
1268,08/02/1999,38,8,-0.3,22.44444444,0.926,0.85,360,2.5
1269,08/02/1999,38,9,0.5,157.1111111,0.915,0.84,360,2.5
1270,08/02/1999,38,10,1.1,213.2222222,0.937,0.8,360,2.5
1271,08/02/1999,38,11,1.4,202,0.972,0.79,360,2.5
1272,08/02/1999,38,12,1,190.7777778,1.001,0.88,360,2.5
1273,08/02/1999,38,13,0.6,157.1111111,1.027,0.91,360,2.5
1274,08/02/1999,38,14,0.4,112.2222222,1.029,0.93,360,2.5
1275,08/02/1999,38,15,0.2,89.77777778,1.033,0.94,360,2.5
1276,08/02/1999,38,16,0.2,44.88888889,1.043,0.95,360,2.5
1277,08/02/1999,38,17,0.2,22.44444444,1.048,0.96,360,2.5
1278,08/02/1999,38,18,0.3,0,1.059,0.96,360,2.5
1279,08/02/1999,38,19,0.4,0,1.085,0.96,360,2.5
1280,08/02/1999,38,20,0.1,0,1.11,0.97,360,2.5
1281,08/02/1999,38,21,0.1,0,1.126,0.97,360,2.5
1282,08/02/1999,38,22,0.2,0,1.134,0.97,360,2.5
1283,08/02/1999,38,23,0.1,0,1.155,0.98,360,2.5
1284,08/02/1999,38,24,0,0,1.16,0.98,360,2.7
1285,09/02/1999,39,1,0.1,0,1.162,0.98,360,2.7
1286,09/02/1999,39,2,0.1,0,1.165,0.98,360,2.7
1287,09/02/1999,39,3,0.1,0,1.167,0.98,360,2.7
1288,09/02/1999,39,4,0.1,0,1.166,0.98,360,2.7
1289,09/02/1999,39,5,0.2,0,1.163,0.98,360,2.7
1290,09/02/1999,39,6,0.1,0,1.169,0.97,360,2.7
1291,09/02/1999,39,7,0.2,0,1.168,0.96,360,2.7
1292,09/02/1999,39,8,0.2,0,1.162,0.95,360,2.7
1293,09/02/1999,39,9,0.3,44.88888889,1.2,0.91,360,2.7
1294,09/02/1999,39,10,0.4,145.8888889,1.299,0.92,360,2.7
1295,09/02/1999,39,11,-0.2,202,1.518,0.93,360,2.7
1296,09/02/1999,39,12,1.3,505,1.437,0.95,360,2.7
1297,09/02/1999,39,13,1.2,583.5555556,2.253,0.86,360,2.7
1298,09/02/1999,39,14,2.8,673.3333333,3.225,0.82,360,2.7
1299,09/02/1999,39,15,2.2,404,3.925,0.75,360,2.7
1300,09/02/1999,39,16,1.6,213.2222222,3.636,0.79,360,2.7
1301,09/02/1999,39,17,1.2,89.77777778,2.876,0.83,360,2.7
1302,09/02/1999,39,18,0.7,0,2.146,0.82,360,2.7
1303,09/02/1999,39,19,0.2,0,1.527,0.84,360,2.7
1304,09/02/1999,39,20,-0.2,0,1.305,0.87,360,2.7
1305,09/02/1999,39,21,-0.7,0,1.188,0.88,360,2.7
1306,09/02/1999,39,22,-1.7,0,1.116,0.91,360,2.7
1307,09/02/1999,39,23,-0.7,0,1.061,0.92,360,2.7
1308,09/02/1999,39,24,-1.2,0,1.021,0.92,360,2.6
1309,10/02/1999,40,1,-1.7,0,0.988,0.92,360,2.6
1310,10/02/1999,40,2,-1.7,0,0.926,0.92,360,2.6
1311,10/02/1999,40,3,-2.1,0,0.832,0.91,360,2.6
1312,10/02/1999,40,4,-2.3,0,0.74,0.93,360,2.6
1313,10/02/1999,40,5,-1.7,0,0.659,0.93,360,2.6
1314,10/02/1999,40,6,-2.8,0,0.627,0.92,360,2.6
1315,10/02/1999,40,7,-3.6,0,0.561,0.93,360,2.6
1316,10/02/1999,40,8,-3,78.55555556,0.484,0.94,360,2.6
1317,10/02/1999,40,9,-2.1,437.6666667,0.428,0.93,360,2.6
1318,10/02/1999,40,10,-1.3,572.3333333,0.424,0.9,360,2.6
1319,10/02/1999,40,11,0.5,684.5555556,0.449,0.86,360,2.6
1320,10/02/1999,40,12,1.1,718.2222222,0.467,0.77,360,2.6
1321,10/02/1999,40,13,0,157.1111111,0.505,0.88,360,2.6
1322,10/02/1999,40,14,1.1,269.3333333,0.582,0.87,360,2.6
1323,10/02/1999,40,15,1.5,415.2222222,0.615,0.81,360,2.6
1324,10/02/1999,40,16,1.4,280.5555556,0.808,0.79,360,2.6
1325,10/02/1999,40,17,0.5,78.55555556,0.909,0.87,360,2.6
1326,10/02/1999,40,18,0.3,0,0.817,0.9,360,2.6
1327,10/02/1999,40,19,0.5,0,0.727,0.9,360,2.6
1328,10/02/1999,40,20,0.3,0,0.698,0.89,360,2.6
1329,10/02/1999,40,21,0.5,0,0.696,0.88,360,2.6
1330,10/02/1999,40,22,0.5,0,0.699,0.9,360,2.6
1331,10/02/1999,40,23,0.2,0,0.708,0.9,360,2.6
1332,10/02/1999,40,24,-0.1,0,0.694,0.92,360,1.7
1333,11/02/1999,41,1,-0.2,0,0.687,0.92,360,1.7
1334,11/02/1999,41,2,-0.1,0,0.684,0.93,360,1.7
1335,11/02/1999,41,3,-0.1,0,0.693,0.93,360,1.7
1336,11/02/1999,41,4,0.2,0,0.69,0.92,360,1.7
1337,11/02/1999,41,5,0.4,0,0.689,0.89,360,1.7
1338,11/02/1999,41,6,-0.2,0,0.69,0.91,360,1.7
1339,11/02/1999,41,7,0.1,0,0.668,0.91,360,1.7
1340,11/02/1999,41,8,0.3,22.44444444,0.66,0.92,360,1.7
1341,11/02/1999,41,9,0.7,168.3333333,0.68,0.9,360,1.7
1342,11/02/1999,41,10,1.1,202,0.718,0.88,360,1.7
1343,11/02/1999,41,11,2.3,359.1111111,0.76,0.83,360,1.7
1344,11/02/1999,41,12,2.1,471.3333333,0.872,0.81,360,1.7
1345,11/02/1999,41,13,3,561.1111111,1.49,0.76,360,1.7
1346,11/02/1999,41,14,2.1,404,2.627,0.75,360,1.7
1347,11/02/1999,41,15,3.8,527.4444444,3.109,0.73,360,1.7
1348,11/02/1999,41,16,2.8,314.2222222,3.324,0.75,360,1.7
1349,11/02/1999,41,17,2.1,123.4444444,2.611,0.74,360,1.7
1350,11/02/1999,41,18,0.5,0,1.75,0.84,360,1.7
1351,11/02/1999,41,19,0.2,0,1.157,0.84,360,1.7
1352,11/02/1999,41,20,-0.4,0,1.005,0.84,360,1.7
1353,11/02/1999,41,21,-0.1,0,0.905,0.83,360,1.7
1354,11/02/1999,41,22,-0.6,0,0.826,0.79,360,1.7
1355,11/02/1999,41,23,-1.4,0,0.741,0.87,360,1.7
1356,11/02/1999,41,24,-1.8,0,0.64,0.89,360,0.8
1357,12/02/1999,42,1,-2.4,0,0.527,0.89,360,0.8
1358,12/02/1999,42,2,-3,0,0.411,0.91,360,0.8
1359,12/02/1999,42,3,-3.2,0,0.313,0.92,360,0.8
1360,12/02/1999,42,4,-3.9,0,0.234,0.93,360,0.8
1361,12/02/1999,42,5,-4.1,0,0.153,0.93,360,0.8
1362,12/02/1999,42,6,-4.4,0,0.056,0.94,360,0.8
1363,12/02/1999,42,7,-4.7,0,0,0.93,360,0.8
1364,12/02/1999,42,8,-5.7,44.88888889,0,0.93,360,0.8
1365,12/02/1999,42,9,-3.1,437.6666667,0,0.94,360,0.8
1366,12/02/1999,42,10,0.2,740.6666667,0,0.95,360,0.8
1367,12/02/1999,42,11,1.2,965.1111111,0,0.8,360,0.8
1368,12/02/1999,42,12,2,1167.111111,0.005,0.64,360,0.8
1369,12/02/1999,42,13,2.6,965.1111111,0.094,0.57,360,0.8
1370,12/02/1999,42,14,3.1,819.2222222,0.637,0.59,360,0.8
1371,12/02/1999,42,15,2.9,617.2222222,1.937,0.59,360,0.8
1372,12/02/1999,42,16,2.1,347.8888889,2.154,0.64,360,0.8
1373,12/02/1999,42,17,0.6,89.77777778,1.449,0.69,360,0.8
1374,12/02/1999,42,18,0,0,0.814,0.73,360,0.8
1375,12/02/1999,42,19,-0.2,0,0.67,0.74,360,0.8
1376,12/02/1999,42,20,-0.7,0,0.598,0.78,360,0.8
1377,12/02/1999,42,21,-1,0,0.549,0.81,360,0.8
1378,12/02/1999,42,22,-1.9,0,0.505,0.84,360,0.8
1379,12/02/1999,42,23,-1.2,0,0.442,0.85,360,0.8
1380,12/02/1999,42,24,-1.7,0,0.367,0.86,360,2.1
1381,13/02/1999,43,1,-2,0,0.302,0.85,360,2.1
1382,13/02/1999,43,2,-2.2,0,0.238,0.85,360,2.1
1383,13/02/1999,43,3,-3.4,0,0.158,0.84,360,2.1
1384,13/02/1999,43,4,-3.9,0,0.044,0.86,360,2.1
1385,13/02/1999,43,5,-3.6,0,0,0.88,360,2.1
1386,13/02/1999,43,6,-4.1,0,0,0.88,360,2.1
1387,13/02/1999,43,7,-4.1,0,0,0.89,360,2.1
1388,13/02/1999,43,8,-3.8,134.6666667,0,0.88,360,2.1
1389,13/02/1999,43,9,-2.2,561.1111111,0,0.8,360,2.1
1390,13/02/1999,43,10,-0.9,886.5555556,0,0.73,360,2.1
1391,13/02/1999,43,11,0.2,1021.222222,0,0.59,360,2.1
1392,13/02/1999,43,12,0.9,953.8888889,0,0.48,360,2.1
1393,13/02/1999,43,13,1.5,998.7777778,0.029,0.54,360,2.1
1394,13/02/1999,43,14,2.1,864.1111111,0.191,0.49,360,2.1
1395,13/02/1999,43,15,2.3,673.3333333,0.611,0.51,360,2.1
1396,13/02/1999,43,16,1.8,415.2222222,0.717,0.49,360,2.1
1397,13/02/1999,43,17,0.3,123.4444444,0.37,0.52,360,2.1
1398,13/02/1999,43,18,-0.2,0,0.314,0.61,360,2.1
1399,13/02/1999,43,19,-0.8,0,0.302,0.65,360,2.1
1400,13/02/1999,43,20,-0.8,0,0.281,0.67,360,2.1
1401,13/02/1999,43,21,-0.9,0,0.24,0.66,360,2.1
1402,13/02/1999,43,22,-1.4,0,0.19,0.66,360,2.1
1403,13/02/1999,43,23,-1.3,0,0.111,0.67,360,2.1
1404,13/02/1999,43,24,-1.4,0,0.035,0.71,360,1.4
1405,14/02/1999,44,1,-1.8,0,0.024,0.73,360,1.4
1406,14/02/1999,44,2,-1.9,0,0,0.77,360,1.4
1407,14/02/1999,44,3,-2,0,0,0.74,360,1.4
1408,14/02/1999,44,4,-2.2,0,0,0.79,360,1.4
1409,14/02/1999,44,5,-2,0,0,0.77,360,1.4
1410,14/02/1999,44,6,-2.1,0,0,0.79,360,1.4
1411,14/02/1999,44,7,-2.3,0,0,0.8,360,1.4
1412,14/02/1999,44,8,-1.9,56.11111111,0,0.8,360,1.4
1413,14/02/1999,44,9,-1.7,145.8888889,0,0.78,360,1.4
1414,14/02/1999,44,10,-1.3,213.2222222,0,0.75,360,1.4
1415,14/02/1999,44,11,-0.1,381.5555556,0,0.73,360,1.4
1416,14/02/1999,44,12,2.1,909,0.024,0.67,360,1.4
1417,14/02/1999,44,13,3.2,965.1111111,0.118,0.59,360,1.4
1418,14/02/1999,44,14,4.2,886.5555556,0.457,0.56,360,1.4
1419,14/02/1999,44,15,3.7,639.6666667,1.829,0.57,360,1.4
1420,14/02/1999,44,16,3.1,291.7777778,2.093,0.63,360,1.4
1421,14/02/1999,44,17,2.6,89.77777778,1.326,0.6,360,1.4
1422,14/02/1999,44,18,1.1,0,0.614,0.68,360,1.4
1423,14/02/1999,44,19,1.7,0,0.513,0.65,360,1.4
1424,14/02/1999,44,20,1.9,0,0.49,0.61,360,1.4
1425,14/02/1999,44,21,2.3,0,0.485,0.54,360,1.4
1426,14/02/1999,44,22,1.7,0,0.488,0.61,360,1.4
1427,14/02/1999,44,23,1.3,0,0.444,0.71,360,1.4
1428,14/02/1999,44,24,0.8,0,0.447,0.83,360,1.6
1429,15/02/1999,45,1,1,0,0.473,0.9,360,1.6
1430,15/02/1999,45,2,1,0,0.559,0.93,360,1.6
1431,15/02/1999,45,3,1.3,0,0.702,0.94,360,1.6
1432,15/02/1999,45,4,1.6,0,0.919,0.96,360,1.6
1433,15/02/1999,45,5,1.8,0,1.119,0.96,360,1.6
1434,15/02/1999,45,6,2.1,0,1.328,0.97,360,1.6
1435,15/02/1999,45,7,2.3,0,1.473,0.97,360,1.6
1436,15/02/1999,45,8,2.7,11.22222222,1.625,0.98,360,1.6
1437,15/02/1999,45,9,3.3,112.2222222,2.062,0.98,360,1.6
1438,15/02/1999,45,10,3.5,145.8888889,2.909,0.98,360,1.6
1439,15/02/1999,45,11,4.2,258.1111111,3.756,0.99,360,1.6
1440,15/02/1999,45,12,5,258.1111111,4.885,0.99,360,1.6
1441,15/02/1999,45,13,5.7,336.6666667,6.453,0.99,360,1.6
1442,15/02/1999,45,14,5.9,291.7777778,6.678,0.99,360,1.6
1443,15/02/1999,45,15,5.8,134.6666667,6.566,0.99,360,1.6
1444,15/02/1999,45,16,5.6,56.11111111,6.341,0.99,360,1.6
1445,15/02/1999,45,17,5.1,22.44444444,5.78,0.99,360,1.6
1446,15/02/1999,45,18,4.7,11.22222222,5.331,0.99,360,1.6
1447,15/02/1999,45,19,4.6,0,5.219,0.99,360,1.6
1448,15/02/1999,45,20,4.7,0,5.331,0.99,360,1.6
1449,15/02/1999,45,21,4.4,0,4.995,0.99,360,1.6
1450,15/02/1999,45,22,4.5,0,5.107,0.99,360,1.6
1451,15/02/1999,45,23,4.3,0,4.882,0.99,360,1.6
1452,15/02/1999,45,24,3.8,0,4.321,0.99,360,3.4
1453,16/02/1999,46,1,3.9,0,4.434,0.99,360,3.4
1454,16/02/1999,46,2,3.7,0,4.209,0.95,360,3.4
1455,16/02/1999,46,3,4.2,0,4.77,0.93,360,3.4
1456,16/02/1999,46,4,4.5,0,5.107,0.94,360,3.4
1457,16/02/1999,46,5,4.6,0,5.219,0.94,360,3.4
1458,16/02/1999,46,6,5,0,5.668,0.93,360,3.4
1459,16/02/1999,46,7,4.8,0,5.443,0.95,360,3.4
1460,16/02/1999,46,8,5.3,11.22222222,6.005,0.96,360,3.4
1461,16/02/1999,46,9,5.7,67.33333333,6.453,0.95,360,3.4
1462,16/02/1999,46,10,6.1,78.55555556,6.902,0.96,360,3.4
1463,16/02/1999,46,11,6.7,179.5555556,7.575,0.97,360,3.4
